query_shape	count
["5,420","5"]	105
["388"]	105
["3,11,12,20,1846","83"]	105
["5,27","5"]	105
["5,461","454","461","462","463"]	104
["5,20167","5"]	104
["5,47","5"]	104
["233"]	103
["5,13124","5"]	103
["15168","24"]	103
["246"]	103
["5,22384","5"]	103
["5,174","5"]	103
["5,20041","5"]	102
["5,1725","5"]	102
["5,2206","5"]	102
["5,24,36,71,454","5,24,36,71,273,454","2,5,24,36,71,454","5,24,36,71,454,12627","5,24,36,37,71,454","5,24,36,71,454,12401","5,24,36,71,454,547","5,24,36,71,454,12345","5,24,36,71,454,12608","5,16,24,36,71,454"]	102
["5,22523","5"]	102
["5,23373","5"]	101
["5,15031","5"]	101
["83,93","11,12"]	101
["5,15145","5"]	101
["5,15110","5"]	101
["5,23596","5"]	101
["5,12267","5"]	101
["5,1069","5"]	100
["5,26","5"]	100
["5,496","5"]	100
["5,1876","5"]	100
["5,22521","5"]	100
["83","191"]	99
["5,1244","5"]	99
["5,265"]	98
["5,80","5"]	98
["5,13189","5"]	98
["5,635","5"]	98
["5,13533","5"]	97
["5,8","8","5,8,13"]	97
["5,22472","5"]	97
["5,23014","5"]	97
["5,1739","5"]	97
["5,240","5"]	96
["5,23412","5"]	96
["5,1770","5"]	96
["5,1110","5"]	95
["19375"]	95
["19865"]	95
["5,12996","5"]	95
["5,22470","5"]	95
["5,19543","5"]	95
["5,37"]	95
["566"]	94
["2197"]	94
["454"]	94
["5,23237","5"]	94
["8","44","5"]	94
